raceSpace,titleSpace,candidateSpace,iteration,raceIndex,raceLength,column,yPos,votedOn,closest_before
10,20,18,19,11,4,2,292,10,30
10,20,18,19,12,4,2,394,13,18
10,20,18,19,13,1,2,496,16,36
10,20,18,19,14,2,2,544,-1,84
10,20,18,19,15,3,3,10,2,0
10,20,18,19,16,2,3,94,5,18
10,20,18,19,17,2,3,160,8,18
10,20,18,19,18,3,3,226,-1,0
10,20,18,19,19,4,3,310,11,18
10,20,18,19,20,4,3,412,14,18
10,20,18,19,21,3,3,514,17,18
10,20,18,20,0,2,1,10,0,-1
10,20,18,20,1,1,1,76,3,-1
10,20,18,20,2,4,1,124,-1,-1
10,20,18,20,3,1,1,226,6,-1
10,20,18,20,4,2,1,274,9,-1
10,20,18,20,5,1,1,340,12,-1
10,20,18,20,6,2,1,388,-1,-1
10,20,18,20,7,4,1,454,15,-1
10,20,18,20,8,3,2,10,1,0
10,20,18,20,9,4,2,94,4,18
10,20,18,20,10,4,2,196,7,30
10,20,18,20,11,1,2,298,10,24
10,20,18,20,12,3,2,346,13,6
10,20,18,20,13,3,2,430,16,24
10,20,18,20,14,1,2,514,-1,60
10,20,18,20,15,1,2,562,-1,108
10,20,18,20,16,1,3,10,2,0
10,20,18,20,17,2,3,58,-1,36
10,20,18,20,18,1,3,124,5,30
10,20,18,20,19,1,3,172,-1,24
10,20,18,20,20,1,3,220,8,24
10,20,18,20,21,4,3,268,11,30
10,20,18,20,22,3,3,370,14,24
10,20,18,20,23,2,3,454,17,24
10,20,18,20,24,1,3,520,-1,6
10,20,18,21,0,2,1,10,0,-1
10,20,18,21,1,3,1,76,3,-1
10,20,18,21,2,2,1,160,6,-1
10,20,18,21,3,3,1,226,-1,-1
10,20,18,21,4,1,1,310,9,-1
10,20,18,21,5,4,1,358,12,-1
10,20,18,21,6,4,1,460,15,-1
10,20,18,21,7,3,2,10,1,0
10,20,18,21,8,4,2,94,4,18
10,20,18,21,9,3,2,196,7,30
10,20,18,21,10,4,2,280,10,30
10,20,18,21,11,3,2,382,13,24
10,20,18,21,12,2,2,466,16,6
10,20,18,21,13,1,2,532,-1,72
10,20,18,21,14,4,3,10,2,0
10,20,18,21,15,4,3,112,5,18
10,20,18,21,16,2,3,214,8,18
10,20,18,21,17,2,3,280,11,0
10,20,18,21,18,3,3,346,14,36
10,20,18,21,19,3,3,430,17,36
10,20,18,21,20,1,3,514,-1,18
10,20,18,21,21,1,3,562,-1,30
10,21,15,1,0,2,1,10,0,-1
10,21,15,1,1,1,1,71,3,-1
10,21,15,1,2,2,1,117,6,-1
10,21,15,1,3,3,1,178,9,-1
10,21,15,1,4,1,1,254,-1,-1
10,21,15,1,5,3,1,300,12,-1
10,21,15,1,6,2,1,376,-1,-1
10,21,15,1,7,2,1,437,15,-1
10,21,15,1,8,1,1,498,18,-1
10,21,15,1,9,2,1,544,21,-1
10,21,15,1,10,2,2,10,1,0
10,21,15,1,11,3,2,71,4,0
10,21,15,1,12,2,2,147,7,30
10,21,15,1,13,2,2,208,10,30
10,21,15,1,14,2,2,269,-1,15
10,21,15,1,15,3,2,330,13,30
10,21,15,1,16,4,2,406,16,30
10,21,15,1,17,2,2,497,19,1
10,21,15,1,18,1,2,558,22,14
10,21,15,1,19,1,3,10,2,0
10,21,15,1,20,3,3,56,5,15
10,21,15,1,21,4,3,132,8,15
10,21,15,1,22,3,3,223,11,15
10,21,15,1,23,1,3,299,-1,30
10,21,15,1,24,2,3,345,14,15
10,21,15,1,25,3,3,406,17,0
10,21,15,1,26,2,3,482,20,15
10,21,15,1,27,1,3,543,23,15
10,21,15,2,0,1,1,10,0,-1
10,21,15,2,1,1,1,56,3,-1
10,21,15,2,2,3,1,102,-1,-1
10,21,15,2,3,2,1,178,6,-1
10,21,15,2,4,4,1,239,9,-1
10,21,15,2,5,2,1,330,12,-1
10,21,15,2,6,4,1,391,15,-1
10,21,15,2,7,2,1,482,18,-1
10,21,15,2,8,3,2,10,1,0
10,21,15,2,9,3,2,86,4,16
10,21,15,2,10,1,2,162,7,16
10,21,15,2,11,1,2,208,-1,30
10,21,15,2,12,1,2,254,10,15
10,21,15,2,13,4,2,300,13,30
10,21,15,2,14,2,2,391,16,0
10,21,15,2,15,4,2,452,19,30
10,21,15,2,16,4,3,10,2,0
10,21,15,2,17,2,3,101,5,15
10,21,15,2,18,4,3,162,8,0
10,21,15,2,19,1,3,253,11,1
10,21,15,2,20,2,3,299,14,1
10,21,15,2,21,3,3,360,17,31
10,21,15,2,22,1,3,436,20,16
10,21,15,2,23,3,3,482,-1,30
10,21,15,3,0,2,1,10,0,-1
10,21,15,3,1,1,1,71,3,-1
10,21,15,3,2,4,1,117,6,-1
10,21,15,3,3,4,1,208,-1,-1
10,21,15,3,4,3,1,299,9,-1
10,21,15,3,5,2,1,375,12,-1
10,21,15,3,6,3,1,436,15,-1
10,21,15,3,7,2,1,512,18,-1
10,21,15,3,8,1,2,10,1,0
10,21,15,3,9,4,2,56,4,15
10,21,15,3,10,3,2,147,7,30
10,21,15,3,11,2,2,223,-1,15
10,21,15,3,12,3,2,284,10,15
10,21,15,3,13,4,2,360,13,15
10,21,15,3,14,4,2,451,16,15
10,21,15,3,15,3,3,10,2,0
10,21,15,3,16,4,3,86,5,30
10,21,15,3,17,3,3,177,8,30
10,21,15,3,18,4,3,253,11,30
10,21,15,3,19,2,3,344,14,16
10,21,15,3,20,2,3,405,-1,45
10,21,15,3,21,1,3,466,17,15
10,21,15,3,22,3,3,512,-1,61
10,21,15,4,0,3,1,10,0,-1
10,21,15,4,1,3,1,86,3,-1
10,21,15,4,2,4,1,162,6,-1
10,21,15,4,3,1,1,253,-1,-1
10,21,15,4,4,1,1,299,9,-1
10,21,15,4,5,4,1,345,12,-1
10,21,15,4,6,4,1,436,15,-1
10,21,15,4,7,4,2,10,1,0
10,21,15,4,8,3,2,101,4,15
10,21,15,4,9,1,2,177,7,15
10,21,15,4,10,2,2,223,-1,30
10,21,15,4,11,4,2,284,10,15
10,21,15,4,12,4,2,375,13,30
10,21,15,4,13,3,2,466,16,30
10,21,15,4,14,1,2,542,-1,106
10,21,15,4,15,2,3,10,2,0
10,21,15,4,16,2,3,71,5,30
10,21,15,4,17,3,3,132,-1,31
10,21,15,4,18,4,3,208,8,15
10,21,15,4,19,3,3,299,11,15
10,21,15,4,20,1,3,375,14,0
10,21,15,4,21,1,3,421,-1,45
10,21,15,4,22,2,3,467,17,1
10,21,15,4,23,2,3,528,-1,14
10,21,15,5,0,4,1,10,0,-1
10,21,15,5,1,2,1,101,3,-1
10,21,15,5,2,4,1,162,6,-1
10,21,15,5,3,2,1,253,9,-1
10,21,15,5,4,3,1,314,12,-1
10,21,15,5,5,3,1,390,15,-1
10,21,15,5,6,2,1,466,18,-1
10,21,15,5,7,3,1,527,-1,-1
10,21,15,5,8,3,2,10,1,0
10,21,15,5,9,4,2,86,4,15
10,21,15,5,10,4,2,177,7,15
10,21,15,5,11,1,2,268,10,15
10,21,15,5,12,4,2,314,13,0
10,21,15,5,13,4,2,405,16,15
10,21,15,5,14,4,2,496,19,30
10,21,15,5,15,4,3,10,2,0
10,21,15,5,16,1,3,101,5,15
10,21,15,5,17,2,3,147,8,30
10,21,15,5,18,1,3,208,-1,31
10,21,15,5,19,3,3,254,11,14
10,21,15,5,20,1,3,330,14,16
10,21,15,5,21,3,3,376,17,29
10,21,15,5,22,2,3,452,-1,44
10,21,15,5,23,1,3,513,20,17
10,21,15,5,24,1,3,559,-1,63
10,21,15,6,0,4,1,10,0,-1
10,21,15,6,1,3,1,101,3,-1
10,21,15,6,2,1,1,177,6,-1
10,21,15,6,3,4,1,223,9,-1
10,21,15,6,4,3,1,314,12,-1
10,21,15,6,5,2,1,390,15,-1
10,21,15,6,6,2,1,451,-1,-1
10,21,15,6,7,2,1,512,18,-1
10,21,15,6,8,4,2,10,1,0
10,21,15,6,9,1,2,101,4,0
10,21,15,6,10,2,2,147,7,30
10,21,15,6,11,4,2,208,10,15
10,21,15,6,12,2,2,299,13,15
10,21,15,6,13,1,2,360,-1,30
10,21,15,6,14,4,2,406,16,16
10,21,15,6,15,2,2,497,19,15
10,21,15,6,16,4,3,10,2,0
10,21,15,6,17,3,3,101,5,0
10,21,15,6,18,1,3,177,8,30
10,21,15,6,19,1,3,223,11,15
10,21,15,6,20,3,3,269,14,30
10,21,15,6,21,3,3,345,-1,15
10,21,15,6,22,2,3,421,17,15
10,21,15,6,23,2,3,482,20,15
10,21,15,7,0,2,1,10,0,-1
10,21,15,7,1,3,1,71,3,-1
10,21,15,7,2,2,1,147,6,-1
10,21,15,7,3,3,1,208,8,-1
10,21,15,7,4,3,1,284,11,-1
10,21,15,7,5,4,1,360,-1,-1
10,21,15,7,6,1,1,451,14,-1
10,21,15,7,7,4,1,497,17,-1
10,21,15,7,8,1,2,10,1,0
10,21,15,7,9,2,2,56,4,15
10,21,15,7,10,2,2,117,7,30
10,21,15,7,11,2,2,178,9,30
10,21,15,7,12,3,2,239,-1,31
10,21,15,7,13,2,2,315,12,31
10,21,15,7,14,2,2,376,-1,16
10,21,15,7,15,4,2,437,15,14
10,21,15,7,16,4,3,10,2,0
10,21,15,7,17,1,3,101,5,16
10,21,15,7,18,2,3,147,-1,30
10,21,15,7,19,2,3,208,10,30
10,21,15,7,20,4,3,269,-1,30
10,21,15,7,21,1,3,360,13,16
10,21,15,7,22,2,3,406,-1,30
10,21,15,7,23,2,3,467,16,30
10,21,15,7,24,1,3,528,-1,91
10,21,15,8,0,4,1,10,0,-1
10,21,15,8,1,4,1,101,3,-1
10,21,15,8,2,4,1,192,6,-1
10,21,15,8,3,1,1,283,9,-1
10,21,15,8,4,4,1,329,12,-1
10,21,15,8,5,2,1,420,15,-1
10,21,15,8,6,3,1,481,17,-1
10,21,15,8,7,3,2,10,1,0
10,21,15,8,8,3,2,86,4,15
10,21,15,8,9,1,2,162,-1,30
10,21,15,8,10,3,2,208,7,16
10,21,15,8,11,2,2,284,10,1
10,21,15,8,12,1,2,345,13,16
10,21,15,8,13,4,2,391,16,29
10,21,15,8,14,3,2,482,18,1
10,21,15,8,15,4,3,10,2,0
10,21,15,8,16,4,3,101,5,15
10,21,15,8,17,3,3,192,8,16
10,21,15,8,18,4,3,268,11,16
10,21,15,8,19,4,3,359,14,14
10,21,15,8,20,4,3,450,19,32
10,21,15,8,21,1,3,541,-1,59
10,21,15,9,0,4,1,10,0,-1
10,21,15,9,1,3,1,101,3,-1
10,21,15,9,2,4,1,177,6,-1
10,21,15,9,3,2,1,268,9,-1
10,21,15,9,4,2,1,329,12,-1
10,21,15,9,5,3,1,390,15,-1
10,21,15,9,6,4,1,466,18,-1
10,21,15,9,7,4,2,10,1,0
10,21,15,9,8,3,2,101,4,0
10,21,15,9,9,1,2,177,7,0
10,21,15,9,10,1,2,223,-1,45
10,21,15,9,11,1,2,269,10,1
10,21,15,9,12,3,2,315,13,14
10,21,15,9,13,1,2,391,16,1
10,21,15,9,14,4,2,437,19,29
10,21,15,9,15,2,2,528,-1,62
10,21,15,9,16,4,3,10,2,0
10,21,15,9,17,1,3,101,5,0
10,21,15,9,18,2,3,147,8,30
10,21,15,9,19,3,3,208,-1,15
10,21,15,9,20,2,3,284,11,15
10,21,15,9,21,1,3,345,14,30
10,21,15,9,22,4,3,391,17,0
10,21,15,9,23,3,3,482,20,45
10,21,15,10,0,4,1,10,0,-1
10,21,15,10,1,2,1,101,3,-1
10,21,15,10,2,2,1,162,6,-1
10,21,15,10,3,3,1,223,9,-1
10,21,15,10,4,3,1,299,12,-1
10,21,15,10,5,4,1,375,15,-1
10,21,15,10,6,4,1,466,18,-1
10,21,15,10,7,2,2,10,1,0
10,21,15,10,8,4,2,71,4,30
10,21,15,10,9,2,2,162,7,0
10,21,15,10,10,2,2,223,10,0
10,21,15,10,11,2,2,284,13,15
10,21,15,10,12,1,2,345,-1,30
10,21,15,10,13,3,2,391,16,16
10,21,15,10,14,3,2,467,19,1
10,21,15,10,15,1,2,543,-1,77
10,21,15,10,16,2,3,10,2,0
10,21,15,10,17,2,3,71,5,0
10,21,15,10,18,2,3,132,8,30
10,21,15,10,19,1,3,193,-1,30
10,21,15,10,20,1,3,239,11,16
10,21,15,10,21,2,3,285,14,1
10,21,15,10,22,2,3,346,-1,1
10,21,15,10,23,4,3,407,17,16
10,21,15,10,24,1,3,498,20,31
10,21,15,10,25,2,3,544,-1,1
10,21,15,11,0,3,1,10,0,-1
10,21,15,11,1,2,1,86,3,-1
10,21,15,11,2,1,1,147,6,-1
10,21,15,11,3,1,1,193,9,-1
10,21,15,11,4,2,1,239,-1,-1
10,21,15,11,5,4,1,300,12,-1
10,21,15,11,6,1,1,391,15,-1
10,21,15,11,7,3,1,437,18,-1
10,21,15,11,8,1,1,513,-1,-1
10,21,15,11,9,3,2,10,1,0
10,21,15,11,10,2,2,86,4,0
10,21,15,11,11,4,2,147,7,0
10,21,15,11,12,4,2,238,10,1
10,21,15,11,13,2,2,329,13,29
10,21,15,11,14,3,2,390,16,1
10,21,15,11,15,2,2,466,19,29
10,21,15,11,16,1,2,527,-1,14
10,21,15,11,17,3,3,10,2,0
10,21,15,11,18,3,3,86,5,0
10,21,15,11,19,1,3,162,8,15
10,21,15,11,20,1,3,208,-1,30
10,21,15,11,21,1,3,254,11,16
10,21,15,11,22,3,3,300,14,29
10,21,15,11,23,1,3,376,17,14
10,21,15,11,24,2,3,422,-1,32
10,21,15,11,25,4,3,483,20,17
10,21,15,12,0,4,1,10,0,-1
10,21,15,12,1,2,1,101,3,-1
10,21,15,12,2,4,1,162,6,-1
10,21,15,12,3,2,1,253,9,-1
10,21,15,12,4,2,1,314,12,-1
10,21,15,12,5,4,1,375,15,-1
10,21,15,12,6,2,1,466,18,-1
10,21,15,12,7,4,2,10,1,0
10,21,15,12,8,3,2,101,4,0
10,21,15,12,9,3,2,177,7,15
10,21,15,12,10,3,2,253,10,0
10,21,15,12,11,4,2,329,13,15
10,21,15,12,12,4,2,420,16,45
10,21,15,12,13,1,2,511,19,45
10,21,15,12,14,4,3,10,2,0
10,21,15,12,15,1,3,101,5,0
10,21,15,12,16,3,3,147,8,30
10,21,15,12,17,4,3,223,11,30
10,21,15,12,18,4,3,314,14,15
10,21,15,12,19,2,3,405,17,15
10,21,15,12,20,1,3,466,-1,45
10,21,15,12,21,1,3,512,20,1
10,21,15,13,0,4,1,10,0,-1
10,21,15,13,1,2,1,101,3,-1
10,21,15,13,2,2,1,162,6,-1
10,21,15,13,3,4,1,223,9,-1
10,21,15,13,4,3,1,314,12,-1
10,21,15,13,5,4,1,390,15,-1
10,21,15,13,6,3,1,481,18,-1
10,21,15,13,7,3,2,10,1,0
10,21,15,13,8,3,2,86,4,15
10,21,15,13,9,4,2,162,7,0
10,21,15,13,10,2,2,253,10,30
10,21,15,13,11,3,2,314,13,0
10,21,15,13,12,4,2,390,16,0
10,21,15,13,13,2,2,481,19,0
10,21,15,13,14,3,3,10,2,0
10,21,15,13,15,2,3,86,5,0
10,21,15,13,16,3,3,147,8,15
10,21,15,13,17,3,3,223,11,30
10,21,15,13,18,1,3,299,14,15
10,21,15,13,19,2,3,345,-1,31
10,21,15,13,20,4,3,406,17,16
10,21,15,13,21,3,3,497,20,16
10,21,15,14,0,3,1,10,0,-1
10,21,15,14,1,3,1,86,3,-1
10,21,15,14,2,4,1,162,6,-1
10,21,15,14,3,4,1,253,9,-1
10,21,15,14,4,2,1,344,12,-1
10,21,15,14,5,4,1,405,15,-1
10,21,15,14,6,3,1,496,16,-1
10,21,15,14,7,1,2,10,1,0
10,21,15,14,8,4,2,56,4,30
10,21,15,14,9,3,2,147,7,15
10,21,15,14,10,2,2,223,10,30
10,21,15,14,11,4,2,284,-1,31
10,21,15,14,12,3,2,375,13,30
10,21,15,14,13,3,2,451,17,45
10,21,15,14,14,4,3,10,2,0
10,21,15,14,15,4,3,101,5,45
10,21,15,14,16,1,3,192,8,31
10,21,15,14,17,1,3,238,11,15
10,21,15,14,18,3,3,284,-1,0
10,21,15,14,19,4,3,360,14,15
10,21,15,14,20,2,3,451,18,0
10,21,15,14,21,2,3,512,-1,61
10,21,15,15,0,4,1,10,0,-1
10,21,15,15,1,3,1,101,3,-1
10,21,15,15,2,2,1,177,6,-1
10,21,15,15,3,2,1,238,9,-1
10,21,15,15,4,4,1,299,12,-1
10,21,15,15,5,4,1,390,15,-1
10,21,15,15,6,2,1,481,18,-1
10,21,15,15,7,3,2,10,1,0
10,21,15,15,8,4,2,86,4,15
10,21,15,15,9,1,2,177,7,0
10,21,15,15,10,3,2,223,10,15
10,21,15,15,11,4,2,299,13,0
10,21,15,15,12,2,2,390,16,0
10,21,15,15,13,4,2,451,19,30
10,21,15,15,14,4,3,10,2,0
10,21,15,15,15,3,3,101,5,15
10,21,15,15,16,2,3,177,8,0
10,21,15,15,17,1,3,238,11,15
10,21,15,15,18,1,3,284,14,15
10,21,15,15,19,4,3,330,-1,31
10,21,15,15,20,1,3,421,17,30
10,21,15,15,21,2,3,467,20,16
10,21,15,15,22,2,3,528,-1,77
10,21,15,16,0,1,1,10,0,-1
10,21,15,16,1,1,1,56,3,-1
10,21,15,16,2,4,1,102,-1,-1
10,21,15,16,3,4,1,193,6,-1
10,21,15,16,4,2,1,284,9,-1
10,21,15,16,5,2,1,345,12,-1
10,21,15,16,6,1,1,406,15,-1
10,21,15,16,7,2,1,452,-1,-1
10,21,15,16,8,4,1,513,18,-1
10,21,15,16,9,2,2,10,1,0
10,21,15,16,10,2,2,71,4,15
10,21,15,16,11,4,2,132,-1,30
10,21,15,16,12,3,2,223,7,30
10,21,15,16,13,2,2,299,10,15
10,21,15,16,14,3,2,360,13,15
10,21,15,16,15,2,2,436,16,16
10,21,15,16,16,1,2,497,19,16
10,21,15,16,17,2,2,543,-1,30
10,21,15,16,18,3,3,10,2,0
10,21,15,16,19,2,3,86,5,15
10,21,15,16,20,3,3,147,-1,15
10,21,15,16,21,3,3,223,8,0
10,21,15,16,22,2,3,299,11,0
10,21,15,16,23,4,3,360,14,0
10,21,15,16,24,2,3,451,17,15
10,21,15,16,25,1,3,512,20,15
10,21,15,16,26,1,3,558,-1,15
10,21,15,17,0,2,1,10,0,-1
10,21,15,17,1,1,1,71,3,-1
10,21,15,17,2,1,1,117,-1,-1
10,21,15,17,3,3,1,163,6,-1
10,21,15,17,4,3,1,239,9,-1
10,21,15,17,5,3,1,315,12,-1
10,21,15,17,6,3,1,391,-1,-1
10,21,15,17,7,4,1,467,15,-1
10,21,15,17,8,4,2,10,1,0
10,21,15,17,9,2,2,101,4,16
10,21,15,17,10,2,2,162,7,1
10,21,15,17,11,1,2,223,10,16
10,21,15,17,12,3,2,269,-1,30
10,21,15,17,13,1,2,345,13,30
10,21,15,17,14,2,2,391,-1,0
10,21,15,17,15,4,2,452,16,15
10,21,15,17,16,4,3,10,2,0
10,21,15,17,17,2,3,101,5,0
10,21,15,17,18,1,3,162,8,0
10,21,15,17,19,4,3,208,11,15
10,21,15,17,20,2,3,299,-1,30
10,21,15,17,21,3,3,360,14,15
10,21,15,17,22,1,3,436,17,16
10,21,15,17,23,2,3,482,-1,30
10,21,15,18,0,3,1,10,0,-1
10,21,15,18,1,4,1,86,3,-1
10,21,15,18,2,4,1,177,6,-1
10,21,15,18,3,4,1,268,9,-1
10,21,15,18,4,4,1,359,12,-1
10,21,15,18,5,1,1,450,15,-1
10,21,15,18,6,1,1,496,-1,-1
10,21,15,18,7,3,2,10,1,0
10,21,15,18,8,3,2,86,4,0
10,21,15,18,9,3,2,162,7,15
10,21,15,18,10,2,2,238,10,30
10,21,15,18,11,4,2,299,-1,31
10,21,15,18,12,3,2,390,13,31
10,21,15,18,13,2,2,466,16,16
10,21,15,18,14,1,2,527,-1,31
10,21,15,18,15,2,3,10,2,0
10,21,15,18,16,2,3,71,5,15
10,21,15,18,17,4,3,132,8,30
10,21,15,18,18,4,3,223,11,15
10,21,15,18,19,3,3,314,-1,15
10,21,15,18,20,4,3,390,14,0
10,21,15,18,21,3,3,481,17,15
10,21,15,19,0,4,1,10,0,-1
10,21,15,19,1,2,1,101,3,-1
10,21,15,19,2,2,1,162,6,-1
10,21,15,19,3,2,1,223,9,-1
10,21,15,19,4,1,1,284,11,-1
10,21,15,19,5,3,1,330,14,-1
10,21,15,19,6,3,1,406,17,-1
10,21,15,19,7,3,1,482,18,-1
10,21,15,19,8,2,2,10,1,0
10,21,15,19,9,3,2,71,4,30
10,21,15,19,10,2,2,147,7,15
10,21,15,19,11,3,2,208,10,15
10,21,15,19,12,4,2,284,12,0
10,21,15,19,13,3,2,375,15,31
10,21,15,19,14,1,2,451,-1,31
10,21,15,19,15,2,2,497,19,15
10,21,15,19,16,1,2,558,-1,76
10,21,15,19,17,4,3,10,2,0
10,21,15,19,18,4,3,101,5,30
10,21,15,19,19,4,3,192,8,16
10,21,15,19,20,2,3,283,13,1
10,21,15,19,21,3,3,344,16,31
10,21,15,19,22,3,3,420,-1,31
10,21,15,19,23,2,3,496,20,1
10,21,15,20,0,2,1,10,0,-1
10,21,15,20,1,3,1,71,3,-1
10,21,15,20,2,3,1,147,6,-1
10,21,15,20,3,3,1,223,9,-1
10,21,15,20,4,2,1,299,12,-1
10,21,15,20,5,1,1,360,15,-1
10,21,15,20,6,3,1,406,18,-1
10,21,15,20,7,3,1,482,19,-1
10,21,15,20,8,3,2,10,1,0
10,21,15,20,9,2,2,86,4,15
10,21,15,20,10,3,2,147,7,0
10,21,15,20,11,4,2,223,10,0
10,21,15,20,12,3,2,314,13,15
10,21,15,20,13,2,2,390,16,16
10,21,15,20,14,3,2,451,20,31
10,21,15,20,15,3,2,527,-1,45
10,21,15,20,16,1,3,10,2,0
10,21,15,20,17,4,3,56,5,30
10,21,15,20,18,2,3,147,8,0
10,21,15,20,19,3,3,208,11,15
10,21,15,20,20,3,3,284,14,30
10,21,15,20,21,3,3,360,17,30
10,21,15,20,22,2,3,436,21,15
10,21,15,20,23,2,3,497,-1,30
10,21,15,21,0,3,1,10,0,-1
10,21,15,21,1,3,1,86,3,-1
10,21,15,21,2,4,1,162,6,-1
10,21,15,21,3,4,1,253,-1,-1
10,21,15,21,4,1,1,344,9,-1
10,21,15,21,5,2,1,390,12,-1
10,21,15,21,6,2,1,451,15,-1
10,21,15,21,7,1,1,512,16,-1
10,21,15,21,8,3,2,10,1,0
10,21,15,21,9,1,2,86,4,0
10,21,15,21,10,1,2,132,-1,30
10,21,15,21,11,4,2,178,7,16
10,21,15,21,12,2,2,269,-1,16
10,21,15,21,13,4,2,330,10,14
10,21,15,21,14,2,2,421,13,30
10,21,15,21,15,4,2,482,17,30
10,21,15,21,16,4,3,10,2,0
10,21,15,21,17,1,3,101,5,15
10,21,15,21,18,2,3,147,-1,15
10,21,15,21,19,4,3,208,8,30
10,21,15,21,20,2,3,299,-1,30
10,21,15,21,21,1,3,360,11,30
10,21,15,21,22,4,3,406,14,15
10,21,15,21,23,2,3,497,18,15
10,21,16,1,0,2,1,10,0,-1
10,21,16,1,1,2,1,73,3,-1
10,21,16,1,2,3,1,136,6,-1
10,21,16,1,3,3,1,215,9,-1
10,21,16,1,4,1,1,294,12,-1
10,21,16,1,5,3,1,341,15,-1
10,21,16,1,6,2,1,420,16,-1
10,21,16,1,7,2,1,483,19,-1
10,21,16,1,8,2,1,546,22,-1
10,21,16,1,9,3,2,10,1,0
10,21,16,1,10,2,2,89,4,16
10,21,16,1,11,2,2,152,7,16
10,21,16,1,12,4,2,215,10,0
10,21,16,1,13,4,2,310,13,16
10,21,16,1,14,1,2,405,17,15
10,21,16,1,15,1,2,452,-1,31
10,21,16,1,16,2,2,499,20,16
10,21,16,1,17,3,3,10,2,0
10,21,16,1,18,2,3,89,5,0
10,21,16,1,19,1,3,152,8,0
10,21,16,1,20,2,3,199,11,16
10,21,16,1,21,1,3,262,-1,47
10,21,16,1,22,4,3,309,14,1
10,21,16,1,23,1,3,404,18,1
10,21,16,1,24,2,3,451,-1,1
10,21,16,1,25,2,3,514,21,15
10,21,16,2,0,3,1,10,0,-1
10,21,16,2,1,1,1,89,3,-1
10,21,16,2,2,4,1,136,6,-1
10,21,16,2,3,2,1,231,7,-1
10,21,16,2,4,1,1,294,10,-1
10,21,16,2,5,4,1,341,13,-1
10,21,16,2,6,1,1,436,16,-1
10,21,16,2,7,1,1,483,19,-1
10,21,16,2,8,4,2,10,1,0
10,21,16,2,9,3,2,105,4,16
10,21,16,2,10,4,2,184,8,47
10,21,16,2,11,4,2,279,11,15
10,21,16,2,12,2,2,374,14,33
10,21,16,2,13,1,2,437,17,1
10,21,16,2,14,3,2,484,20,1
10,21,16,2,15,2,3,10,2,0
10,21,16,2,16,4,3,73,5,32
10,21,16,2,17,1,3,168,9,16
10,21,16,2,18,4,3,215,-1,31
10,21,16,2,19,2,3,310,12,31
10,21,16,2,20,1,3,373,15,1
10,21,16,2,21,4,3,420,18,17
10,21,16,2,22,1,3,515,21,31
10,21,16,3,0,2,1,10,0,-1
10,21,16,3,1,2,1,73,3,-1
10,21,16,3,2,3,1,136,6,-1
10,21,16,3,3,3,1,215,9,-1
10,21,16,3,4,1,1,294,12,-1
10,21,16,3,5,1,1,341,15,-1
10,21,16,3,6,1,1,388,18,-1
10,21,16,3,7,1,1,435,19,-1
10,21,16,3,8,4,1,482,-1,-1
10,21,16,3,9,1,2,10,1,0
10,21,16,3,10,3,2,57,4,16
10,21,16,3,11,3,2,136,7,0
10,21,16,3,12,2,2,215,10,0
10,21,16,3,13,4,2,278,13,16
10,21,16,3,14,4,2,373,16,15
10,21,16,3,15,4,2,468,20,14
10,21,16,3,16,3,3,10,2,0
10,21,16,3,17,2,3,89,5,32
10,21,16,3,18,2,3,152,8,16
10,21,16,3,19,2,3,215,11,0
10,21,16,3,20,3,3,278,14,0
10,21,16,3,21,3,3,357,17,16
10,21,16,3,22,2,3,436,-1,32
10,21,16,3,23,2,3,499,21,31
10,21,16,4,0,3,1,10,0,-1
10,21,16,4,1,4,1,89,3,-1
10,21,16,4,2,4,1,184,6,-1
10,21,16,4,3,3,1,279,9,-1
10,21,16,4,4,1,1,358,12,-1
10,21,16,4,5,1,1,405,15,-1
10,21,16,4,6,3,1,452,16,-1
10,21,16,4,7,1,1,531,19,-1
10,21,16,4,8,3,2,10,1,0
10,21,16,4,9,2,2,89,4,0
10,21,16,4,10,3,2,152,7,32
10,21,16,4,11,3,2,231,-1,47
10,21,16,4,12,2,2,310,10,31
10,21,16,4,13,4,2,373,13,15
10,21,16,4,14,4,2,468,17,16
10,21,16,4,15,2,3,10,2,0
10,21,16,4,16,2,3,73,5,16
10,21,16,4,17,2,3,136,8,16
10,21,16,4,18,4,3,199,-1,32
10,21,16,4,19,3,3,294,11,16
10,21,16,4,20,3,3,373,14,0
10,21,16,4,21,4,3,452,18,16
10,21,16,5,0,4,1,10,0,-1
10,21,16,5,1,2,1,105,3,-1
10,21,16,5,2,3,1,168,6,-1
10,21,16,5,3,4,1,247,9,-1
10,21,16,5,4,1,1,342,12,-1
10,21,16,5,5,4,1,389,-1,-1
10,21,16,5,6,3,1,484,15,-1
10,21,16,5,7,3,2,10,1,0
10,21,16,5,8,4,2,89,4,16
10,21,16,5,9,2,2,184,7,16
10,21,16,5,10,1,2,247,10,0
10,21,16,5,11,4,2,294,-1,47
10,21,16,5,12,3,2,389,13,0
10,21,16,5,13,1,2,468,16,16
10,21,16,5,14,1,2,515,-1,31
10,21,16,5,15,4,3,10,2,0
10,21,16,5,16,3,3,105,5,16
10,21,16,5,17,4,3,184,8,0
10,21,16,5,18,3,3,279,11,15
10,21,16,5,19,1,3,358,-1,31
10,21,16,5,20,2,3,405,14,16
10,21,16,5,21,2,3,468,17,0
10,21,16,5,22,2,3,531,-1,16
